date,event,pnl,num_expired
2023-11-24,expiry,174.49755859375,7
2023-11-27,expiry,-67.5,5
2023-11-28,expiry,-49.0,4
2023-11-29,expiry,-10.500000000000002,1
2023-12-01,expiry,-61.0,3
2023-12-04,expiry,-24.0,2
2023-12-05,expiry,-13.5,1
2023-12-06,expiry,-10.500000000000002,1
2023-12-08,expiry,-31.5,1
2023-12-11,expiry,-32.5,1
2023-12-14,expiry,14.500000000000002,1
2023-12-15,expiry,24.0,4
2023-12-18,expiry,-12.5,1
2023-12-22,expiry,-172.0,5
2023-12-26,expiry,-32.5,3
2023-12-27,expiry,-12.5,1
2023-12-28,expiry,-10.500000000000002,1
2023-12-29,expiry,-332.5,7
2024-01-02,expiry,-22.0,2
2024-01-03,expiry,-47.0,3
2024-01-04,expiry,-34.5,3
2024-01-05,expiry,-110.0,5
2024-01-08,expiry,237.0006103515625,2
2024-01-09,expiry,-14.500000000000002,1
2024-01-10,expiry,-11.5,1
2024-01-11,expiry,26.0,2
2024-01-12,expiry,21.5,5
2024-01-16,expiry,-25.0,2
2024-01-17,expiry,-12.499999999999998,3
2024-01-19,expiry,-47.0,6
2024-01-22,expiry,-39.5,3
2024-01-23,expiry,-35.50000000000001,3
2024-01-24,expiry,-13.499999999999998,2
2024-01-25,expiry,3.0000000000000018,2
2024-01-26,expiry,-29.000000000000004,2
2024-01-29,expiry,50.997802734375,6
2024-01-30,expiry,-63.5,4
2024-01-31,expiry,-75.0,5
2024-02-01,expiry,22.0,2
2024-02-02,expiry,193.4993896484375,11
2024-02-05,expiry,-43.5,3
2024-02-06,expiry,-10.500000000000002,1
2024-02-07,expiry,24.0,2
2024-02-08,expiry,3.0,2
2024-02-09,expiry,-127.0,3
2024-02-12,expiry,-21.000000000000004,1
2024-02-13,expiry,-17.5,1
2024-02-14,expiry,-22.5,1
2024-02-16,expiry,-22.5,7
2024-02-20,expiry,-86.0,4
2024-02-21,expiry,-14.500000000000002,1
2024-02-22,expiry,10.500000000000002,1
2024-02-23,expiry,-151.0,6
2024-02-26,expiry,-23.0,2
2024-02-29,expiry,-166.0,7
2024-03-01,expiry,-47.0,4
2024-03-04,expiry,-56.0,4
2024-03-05,expiry,-24.0,2
2024-03-06,expiry,-13.5,1
2024-03-08,expiry,-60.0,4
2024-03-11,expiry,-50.0,3
2024-03-12,expiry,28.0,4
2024-03-13,expiry,9.999999999999998,2
2024-03-14,expiry,40.5,3
2024-03-15,expiry,131.5,13
2024-03-18,expiry,-35.0,4
2024-03-20,expiry,10.500000000000002,1
2024-03-21,expiry,11.5,1
2024-03-22,expiry,13.0,6
2024-03-25,expiry,-30.0,2
2024-03-26,expiry,-10.500000000000002,1
2024-03-27,expiry,-23.0,2
2024-03-28,expiry,-88.5,4
2024-04-01,expiry,-34.5,3
2024-04-02,expiry,-33.5,2
2024-04-03,expiry,-54.0,3
2024-04-04,expiry,-22.0,2
2024-04-05,expiry,-87.0,9
2024-04-10,expiry,46.0,6
2024-04-11,expiry,126.0,6
2024-04-12,expiry,75.5,11
2024-04-15,expiry,-17.5,1
2024-04-16,expiry,86.5,7
2024-04-17,expiry,123.5,8
2024-04-18,expiry,90.5,4
2024-04-19,expiry,116.0,10
2024-04-22,expiry,-75.5,5
2024-04-23,expiry,-25.000000000000004,2
2024-04-25,expiry,25.0,2
2024-04-26,expiry,109.0,7
2024-04-29,expiry,-218.5,10
2024-04-30,expiry,-94.5,4
2024-05-01,expiry,7.0,5
2024-05-02,expiry,40.5,3
2024-05-03,expiry,222.0,13
2024-05-06,expiry,18.500732421875,3
2024-05-07,expiry,-13.5,1
2024-05-08,expiry,-12.5,1
2024-05-09,expiry,-12.5,1
2024-05-10,expiry,-36.5,3
2024-05-13,expiry,-112.5,6
2024-05-14,expiry,-53.0,4
2024-05-15,expiry,75.5,5
2024-05-16,expiry,11.5,1
2024-05-17,expiry,-47.0,5
2024-05-20,expiry,-22.0,1
2024-05-21,expiry,-10.500000000000002,1
2024-05-28,expiry,-31.0,2
2024-05-29,expiry,-10.500000000000002,1
2024-05-30,expiry,-39.5,2
2024-05-31,expiry,-218.0,9
2024-06-03,expiry,-29.0,2
2024-06-06,expiry,25.000000000000004,2
2024-06-07,expiry,-30.5,6
2024-06-10,expiry,-13.5,1
2024-06-11,expiry,-14.500000000000002,1
2024-06-21,expiry,-93.0,4
2024-06-24,expiry,-42.5,3
2024-06-26,expiry,-13.5,1
2024-06-27,expiry,-10.500000000000002,1
2024-06-28,expiry,-403.5,12
2024-07-01,expiry,-11.5,1
2024-07-05,expiry,-70.5,2
2024-07-08,expiry,-54.0,4
2024-07-09,expiry,-28.0,2
2024-07-10,expiry,345.002197265625,4
2024-07-12,expiry,-28.0,2
2024-07-15,expiry,-10.500000000000002,1
2024-07-16,expiry,-11.5,1
2024-07-17,expiry,-34.5,3
2024-07-19,expiry,-80.0,7
2024-07-22,expiry,-36.5,2
2024-07-23,expiry,-0.9999999999999982,2
2024-07-24,expiry,12.5,1
2024-07-25,expiry,-10.500000000000002,1
2024-07-26,expiry,-89.5,8
2024-07-29,expiry,-121.0,7
2024-07-30,expiry,-51.0,3
2024-07-31,expiry,298.5,8
2024-08-01,expiry,95.0,4
2024-08-02,expiry,-606.490234375,10
2024-08-05,expiry,-58.0,3
2024-08-07,expiry,129.5,5
2024-08-08,expiry,316.0,10
2024-08-09,expiry,246.0,9
2024-08-12,expiry,-60.5,4
2024-08-13,expiry,-53.0,3
2024-08-14,expiry,-12.5,1
2024-08-15,expiry,-23.499267578125,2
2024-08-16,expiry,279.99951171875,5
2024-08-19,expiry,932.99560546875,2
2024-08-20,expiry,-12.5,1
2024-08-21,expiry,1087.4990234375,1
2024-08-22,expiry,-24.0,1
2024-08-23,expiry,2499.0029296875,8
2024-08-26,expiry,-72.5,4
2024-08-27,expiry,-57.0,4
2024-08-28,expiry,-11.5,1
2024-08-29,expiry,2.9999999999999982,2
2024-08-30,expiry,-27.0,4
2024-09-03,expiry,-94.0,6
2024-09-04,expiry,-96.5,5
2024-09-05,expiry,-8.0,9
2024-09-06,expiry,155.49853515625,10
2024-09-09,expiry,-32.5,2
2024-09-10,expiry,19.500000000000004,4
2024-09-11,expiry,45.5,2
2024-09-12,expiry,92.0,3
2024-09-13,expiry,289.5,10
2024-09-16,expiry,-61.5,4
2024-09-17,expiry,-14.500000000000002,1
2024-09-18,expiry,28.0,2
2024-09-19,expiry,79.0,3
2024-09-20,expiry,35.5,1
2024-09-23,expiry,-14.500000000000002,1
2024-09-24,expiry,-24.0,2
2024-09-25,expiry,-38.5,3
2024-09-26,expiry,-23.0,2
2024-09-27,expiry,-44.0,2
2024-09-30,expiry,-396.5,9
2024-10-01,expiry,-25.0,4
2024-10-02,expiry,-34.5,2
2024-10-03,expiry,-37.5,4
2024-10-04,expiry,267.5,14
2024-10-07,expiry,19.500000000000004,4
2024-10-08,expiry,22.5,1
2024-10-09,expiry,100.5,6
2024-10-10,expiry,195.0,9
2024-10-11,expiry,290.0,12
2024-10-14,expiry,10.500000000000002,1
2024-10-15,expiry,13.5,1
2024-10-16,expiry,79.0,6
2024-10-17,expiry,110.5,5
2024-10-18,expiry,334.5,12
2024-10-21,expiry,17.0,4
2024-10-22,expiry,-14.500000000000002,1
2024-10-23,expiry,24.0,4
2024-10-24,expiry,-11.500000000000002,3
2024-10-25,expiry,78.0,7
2024-10-28,expiry,-25.000000000000007,3
2024-10-29,expiry,91.0,6
2024-10-30,expiry,91.5,4
2024-10-31,expiry,71.00146484375,8
2024-11-01,expiry,233.997802734375,9
2024-11-04,expiry,-116.0,4
2024-11-05,expiry,-36.498779296875,4
2024-11-08,expiry,168.00000000000003,1
2024-11-15,expiry,191.5,1
2024-11-18,expiry,-79.5,3
2024-11-25,expiry,-10.500000000000002,1
2024-11-29,expiry,531.99755859375,6
2024-12-02,expiry,-14.500000000000002,1
2024-12-09,expiry,-29.0,2
2024-12-10,expiry,-24.000000000000004,1
2024-12-11,expiry,-25.0,1
2024-12-12,expiry,-22.0,1
2024-12-13,expiry,-24.0,2
2024-12-16,expiry,-22.0,2
2024-12-17,expiry,-21.000000000000004,2
2024-12-19,expiry,225.5,2
2024-12-20,expiry,11.5,3
2024-12-24,expiry,-22.0,2
2024-12-26,expiry,-12.5,1
2024-12-27,expiry,-92.50000000000001,4
2024-12-30,expiry,-25.000000000000004,2
2024-12-31,expiry,-1376.5,8
2025-01-03,expiry,-217.0,4
2025-01-06,expiry,-35.5,3
2025-01-07,expiry,-35.50000000000001,3
2025-01-08,expiry,-11.5,1
